team,player,result,x,y
Colorado Avalanche,Nazem Kadri,BLOCKED_SHOT,64.0,-12.0
Colorado Avalanche,Erik Johnson,SHOT,32.0,-33.0
Colorado Avalanche,Nathan MacKinnon,SHOT,70.0,13.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,65.0,6.0
Colorado Avalanche,Ryan Murray,MISSED_SHOT,32.0,-30.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,68.0,18.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,66.0,1.0
Colorado Avalanche,Tyson Jost,SHOT,51.0,2.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,71.0,-3.0
Colorado Avalanche,Nathan MacKinnon,SHOT,51.0,13.0
Colorado Avalanche,Ryan Murray,SHOT,74.0,6.0
Colorado Avalanche,Gabriel Landeskog,SHOT,79.0,14.0
Colorado Avalanche,Gabriel Landeskog,GOAL,74.0,13.0
Colorado Avalanche,Tyson Jost,SHOT,16.0,-38.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,53.0,20.0
Colorado Avalanche,Logan O'Connor,SHOT,77.0,-3.0
Colorado Avalanche,Darren Helm,SHOT,58.0,1.0
Colorado Avalanche,Jack Johnson,SHOT,36.0,5.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,69.0,-4.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,32.0,1.0
Colorado Avalanche,Cale Makar,SHOT,35.0,-14.0
Colorado Avalanche,Nathan MacKinnon,SHOT,65.0,-3.0
Colorado Avalanche,Jacob MacDonald,SHOT,68.0,-6.0
Colorado Avalanche,Erik Johnson,SHOT,34.0,-0.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,61.0,-23.0
Colorado Avalanche,Darren Helm,SHOT,62.0,24.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,60.0,-22.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,75.0,-10.0
Colorado Avalanche,Bowen Byram,SHOT,34.0,32.0
Colorado Avalanche,Jacob MacDonald,SHOT,75.0,-26.0
Colorado Avalanche,Jacob MacDonald,BLOCKED_SHOT,71.0,9.0
Colorado Avalanche,Jacob MacDonald,SHOT,76.0,-14.0
Colorado Avalanche,Jacob MacDonald,SHOT,62.0,-12.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,75.0,-11.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,61.0,14.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,67.0,-1.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,77.0,11.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,39.0,5.0
Colorado Avalanche,Erik Johnson,GOAL,64.0,4.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,48.0,20.0
Colorado Avalanche,Logan O'Connor,SHOT,84.0,5.0
Colorado Avalanche,Gabriel Landeskog,SHOT,73.0,13.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,41.0,-23.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,62.0,7.0
Colorado Avalanche,Nazem Kadri,GOAL,60.0,-19.0
Colorado Avalanche,Sampo Ranta,MISSED_SHOT,73.0,7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,54.0,23.0
Colorado Avalanche,J.T. Compher,SHOT,83.0,-1.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,37.0,-7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,56.0,21.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,51.0,2.0
Colorado Avalanche,Jayson Megna,BLOCKED_SHOT,50.0,13.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,77.0,-1.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,66.0,7.0
Colorado Avalanche,Darren Helm,SHOT,80.0,4.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,60.0,4.0
Colorado Avalanche,Logan O'Connor,SHOT,52.0,-25.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,70.0,-11.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,72.0,0.0
Colorado Avalanche,Gabriel Landeskog,GOAL,4.0,40.0
Colorado Avalanche,J.T. Compher,SHOT,47.0,-15.0
Colorado Avalanche,Martin Kaut,BLOCKED_SHOT,85.0,7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,77.0,7.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,54.0,-9.0
Colorado Avalanche,Tyson Jost,SHOT,86.0,5.0
Colorado Avalanche,Sampo Ranta,SHOT,82.0,-6.0
Colorado Avalanche,Samuel Girard,SHOT,41.0,-1.0
Colorado Avalanche,Darren Helm,SHOT,53.0,-28.0
Colorado Avalanche,Bowen Byram,SHOT,39.0,12.0
Colorado Avalanche,Nazem Kadri,SHOT,62.0,-25.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,79.0,5.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,80.0,-1.0
Colorado Avalanche,Logan O'Connor,SHOT,63.0,31.0
Colorado Avalanche,Logan O'Connor,SHOT,84.0,7.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,68.0,20.0
Colorado Avalanche,Jayson Megna,SHOT,57.0,-29.0
Colorado Avalanche,Kurtis MacDermid,SHOT,54.0,29.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,39.0,25.0
Colorado Avalanche,Ryan Murray,SHOT,36.0,34.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,69.0,-1.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,49.0,-18.0
Colorado Avalanche,Logan O'Connor,GOAL,53.0,13.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,52.0,-3.0
Colorado Avalanche,Bowen Byram,SHOT,51.0,-3.0
Colorado Avalanche,Erik Johnson,SHOT,43.0,-18.0
Colorado Avalanche,J.T. Compher,SHOT,84.0,-24.0
Colorado Avalanche,Sampo Ranta,MISSED_SHOT,64.0,6.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,43.0,-22.0
Colorado Avalanche,Logan O'Connor,SHOT,71.0,10.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,64.0,14.0
Colorado Avalanche,Bowen Byram,SHOT,67.0,19.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,74.0,-11.0
Colorado Avalanche,Nathan MacKinnon,SHOT,63.0,-19.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,51.0,-1.0
Colorado Avalanche,Bowen Byram,GOAL,74.0,9.0
Colorado Avalanche,Logan O'Connor,SHOT,67.0,-21.0
Colorado Avalanche,Ryan Murray,SHOT,33.0,38.0
Colorado Avalanche,Gabriel Landeskog,SHOT,60.0,9.0
Colorado Avalanche,Bowen Byram,MISSED_SHOT,39.0,3.0
Colorado Avalanche,Nathan MacKinnon,SHOT,51.0,30.0
Colorado Avalanche,Bowen Byram,SHOT,33.0,-3.0
Colorado Avalanche,Gabriel Landeskog,SHOT,82.0,1.0
Colorado Avalanche,Bowen Byram,MISSED_SHOT,59.0,25.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,84.0,-32.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,64.0,-8.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,84.0,-9.0
Colorado Avalanche,Jayson Megna,BLOCKED_SHOT,65.0,1.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,90.0,30.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,63.0,2.0
Colorado Avalanche,Gabriel Landeskog,SHOT,77.0,-5.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,51.0,-10.0
Colorado Avalanche,Kurtis MacDermid,SHOT,83.0,8.0
Colorado Avalanche,Logan O'Connor,SHOT,82.0,-4.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,76.0,-2.0
Colorado Avalanche,Kiefer Sherwood,SHOT,51.0,18.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,61.0,26.0
Colorado Avalanche,J.T. Compher,GOAL,65.0,-4.0
Colorado Avalanche,Bowen Byram,GOAL,34.0,13.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,65.0,10.0
Colorado Avalanche,Nathan MacKinnon,SHOT,62.0,17.0
Colorado Avalanche,Bowen Byram,MISSED_SHOT,35.0,31.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,37.0,-25.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,69.0,6.0
Colorado Avalanche,Nazem Kadri,SHOT,71.0,-11.0
Colorado Avalanche,Logan O'Connor,SHOT,59.0,-22.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,54.0,-6.0
Colorado Avalanche,Kiefer Sherwood,SHOT,61.0,-16.0
Colorado Avalanche,Samuel Girard,SHOT,62.0,30.0
Colorado Avalanche,Kiefer Sherwood,SHOT,83.0,5.0
Colorado Avalanche,Nazem Kadri,SHOT,83.0,-4.0
Colorado Avalanche,Gabriel Landeskog,SHOT,76.0,11.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,-10.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,45.0,-19.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,66.0,6.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,38.0,22.0
Colorado Avalanche,Mikko Rantanen,SHOT,42.0,-26.0
Colorado Avalanche,Nathan MacKinnon,SHOT,61.0,12.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,70.0,-23.0
Colorado Avalanche,Andre Burakovsky,GOAL,57.0,-31.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,63.0,9.0
Colorado Avalanche,Sampo Ranta,SHOT,19.0,30.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,77.0,-2.0
Colorado Avalanche,Mikko Rantanen,SHOT,79.0,-21.0
Colorado Avalanche,Tyson Jost,SHOT,58.0,12.0
Colorado Avalanche,Mikko Rantanen,SHOT,75.0,-1.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,3.0
Colorado Avalanche,Erik Johnson,SHOT,69.0,40.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,74.0,-1.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,50.0,5.0
Colorado Avalanche,Darren Helm,SHOT,64.0,25.0
Colorado Avalanche,Andre Burakovsky,GOAL,83.0,10.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,29.0,3.0
Colorado Avalanche,Kiefer Sherwood,BLOCKED_SHOT,73.0,-5.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,64.0,-9.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,66.0,11.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,47.0,-23.0
Colorado Avalanche,Nazem Kadri,SHOT,72.0,20.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,66.0,10.0
Colorado Avalanche,Mikko Rantanen,SHOT,65.0,-19.0
Colorado Avalanche,Samuel Girard,SHOT,45.0,26.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,50.0,-20.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,57.0,16.0
Colorado Avalanche,Darren Helm,SHOT,62.0,24.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,48.0,7.0
Colorado Avalanche,Nazem Kadri,SHOT,72.0,-19.0
Colorado Avalanche,Erik Johnson,SHOT,39.0,-36.0
Colorado Avalanche,Jayson Megna,SHOT,84.0,-1.0
Colorado Avalanche,Jack Johnson,SHOT,41.0,-25.0
Colorado Avalanche,J.T. Compher,SHOT,67.0,18.0
Colorado Avalanche,Tyson Jost,SHOT,86.0,-7.0
Colorado Avalanche,Devon Toews,SHOT,55.0,-11.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,81.0,8.0
Colorado Avalanche,Samuel Girard,SHOT,34.0,21.0
Colorado Avalanche,Gabriel Landeskog,SHOT,73.0,-8.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,56.0,-9.0
Colorado Avalanche,Logan O'Connor,SHOT,86.0,5.0
Colorado Avalanche,Logan O'Connor,SHOT,88.0,-6.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,91.0,23.0
Colorado Avalanche,Darren Helm,SHOT,69.0,-1.0
Colorado Avalanche,Jayson Megna,SHOT,61.0,7.0
Colorado Avalanche,Gabriel Landeskog,SHOT,27.0,14.0
Colorado Avalanche,Nazem Kadri,SHOT,64.0,-3.0
Colorado Avalanche,Valeri Nichushkin,GOAL,70.0,-1.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,67.0,2.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,64.0,10.0
Colorado Avalanche,Darren Helm,SHOT,81.0,-5.0
Colorado Avalanche,Bowen Byram,MISSED_SHOT,77.0,-24.0
Colorado Avalanche,Gabriel Landeskog,GOAL,80.0,-7.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,69.0,2.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,0.0
Colorado Avalanche,Bowen Byram,SHOT,44.0,4.0
Colorado Avalanche,Logan O'Connor,SHOT,83.0,-5.0
Colorado Avalanche,Mikko Rantanen,SHOT,77.0,15.0
Colorado Avalanche,Mikko Rantanen,GOAL,60.0,-8.0
Colorado Avalanche,Tyson Jost,SHOT,64.0,-11.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,63.0,16.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,31.0,-1.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,44.0,25.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,75.0,-9.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,49.0,-19.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,73.0,4.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,64.0,-2.0
Colorado Avalanche,Logan O'Connor,SHOT,7.0,-39.0
Colorado Avalanche,Nazem Kadri,SHOT,58.0,13.0
Colorado Avalanche,Gabriel Landeskog,SHOT,82.0,0.0
Colorado Avalanche,Kiefer Sherwood,SHOT,78.0,-2.0
Colorado Avalanche,Erik Johnson,SHOT,32.0,-34.0
Colorado Avalanche,Andre Burakovsky,SHOT,65.0,8.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,50.0,-18.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,39.0,24.0
Colorado Avalanche,Kiefer Sherwood,MISSED_SHOT,60.0,-30.0
Colorado Avalanche,Devon Toews,SHOT,34.0,33.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,49.0,-1.0
Colorado Avalanche,Logan O'Connor,GOAL,78.0,-10.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,59.0,-21.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,80.0,-12.0
Colorado Avalanche,Erik Johnson,SHOT,52.0,25.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,77.0,-8.0
Colorado Avalanche,Logan O'Connor,SHOT,34.0,37.0
Colorado Avalanche,Darren Helm,GOAL,68.0,14.0
Colorado Avalanche,Samuel Girard,SHOT,33.0,32.0
Colorado Avalanche,Samuel Girard,SHOT,33.0,30.0
Colorado Avalanche,Nazem Kadri,SHOT,83.0,7.0
Colorado Avalanche,Devon Toews,GOAL,34.0,6.0
Colorado Avalanche,Darren Helm,SHOT,74.0,-8.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,76.0,-7.0
Colorado Avalanche,Erik Johnson,SHOT,85.0,35.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,34.0,-29.0
Colorado Avalanche,Andre Burakovsky,SHOT,68.0,5.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,78.0,-7.0
Colorado Avalanche,J.T. Compher,SHOT,88.0,-5.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,64.0,-19.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,35.0,4.0
Colorado Avalanche,Mikko Rantanen,SHOT,69.0,-22.0
Colorado Avalanche,Mikko Rantanen,GOAL,62.0,-23.0
Colorado Avalanche,Nazem Kadri,SHOT,59.0,4.0
Colorado Avalanche,Erik Johnson,SHOT,33.0,7.0
Colorado Avalanche,Tyson Jost,MISSED_SHOT,61.0,-15.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,38.0,31.0
Colorado Avalanche,Valeri Nichushkin,SHOT,52.0,-28.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,86.0,4.0
Colorado Avalanche,Mikko Rantanen,SHOT,64.0,-18.0
Colorado Avalanche,Andre Burakovsky,SHOT,69.0,18.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,55.0,-3.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,50.0,31.0
Colorado Avalanche,Devon Toews,GOAL,34.0,14.0
Colorado Avalanche,Samuel Girard,SHOT,1.0,35.0
Colorado Avalanche,Cale Makar,SHOT,31.0,-37.0
Colorado Avalanche,Devon Toews,SHOT,37.0,35.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,68.0,-15.0
Colorado Avalanche,Nazem Kadri,GOAL,78.0,-6.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,3.0
Colorado Avalanche,Alex Newhook,SHOT,63.0,-5.0
Colorado Avalanche,Devon Toews,SHOT,34.0,17.0
Colorado Avalanche,Erik Johnson,SHOT,57.0,20.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,33.0,-17.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,54.0,17.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,45.0,-18.0
Colorado Avalanche,Mikko Rantanen,SHOT,57.0,-16.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,82.0,-2.0
Colorado Avalanche,Andre Burakovsky,SHOT,77.0,-7.0
Colorado Avalanche,Alex Newhook,SHOT,68.0,1.0
Colorado Avalanche,Samuel Girard,SHOT,48.0,6.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,81.0,-12.0
Colorado Avalanche,Erik Johnson,SHOT,49.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,41.0,25.0
Colorado Avalanche,Alex Newhook,GOAL,76.0,-10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,63.0,-7.0
Colorado Avalanche,Logan O'Connor,GOAL,78.0,3.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,70.0,-5.0
Colorado Avalanche,Cale Makar,SHOT,63.0,0.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,52.0,17.0
Colorado Avalanche,Erik Johnson,SHOT,63.0,18.0
Colorado Avalanche,Erik Johnson,SHOT,65.0,-24.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,75.0,4.0
Colorado Avalanche,Samuel Girard,SHOT,68.0,-3.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,60.0,12.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,54.0,22.0
Colorado Avalanche,Jack Johnson,SHOT,71.0,11.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,33.0,2.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,50.0,-28.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,81.0,-4.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,67.0,-13.0
Colorado Avalanche,Andre Burakovsky,GOAL,76.0,-13.0
Colorado Avalanche,Samuel Girard,SHOT,24.0,2.0
Colorado Avalanche,Nazem Kadri,SHOT,75.0,10.0
Colorado Avalanche,Alex Newhook,SHOT,59.0,-15.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,69.0,2.0
Colorado Avalanche,Darren Helm,SHOT,3.0,-0.0
Colorado Avalanche,Samuel Girard,GOAL,15.0,-31.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,74.0,2.0
Colorado Avalanche,Ryan Murray,SHOT,61.0,8.0
Colorado Avalanche,Gabriel Landeskog,SHOT,78.0,10.0
Colorado Avalanche,Ryan Murray,MISSED_SHOT,32.0,-31.0
Colorado Avalanche,Alex Newhook,SHOT,58.0,0.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,83.0,-9.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,34.0,23.0
Colorado Avalanche,Nazem Kadri,SHOT,60.0,12.0
Colorado Avalanche,Jayson Megna,SHOT,64.0,-22.0
Colorado Avalanche,Alex Newhook,SHOT,76.0,3.0
Colorado Avalanche,Cale Makar,SHOT,36.0,-22.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,48.0,27.0
Colorado Avalanche,Nazem Kadri,SHOT,72.0,1.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,39.0,-2.0
Colorado Avalanche,Mikko Rantanen,GOAL,59.0,-24.0
Colorado Avalanche,Darren Helm,SHOT,53.0,-8.0
Colorado Avalanche,Devon Toews,SHOT,54.0,38.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,63.0,-28.0
Colorado Avalanche,Kiefer Sherwood,BLOCKED_SHOT,80.0,-5.0
Colorado Avalanche,Kiefer Sherwood,BLOCKED_SHOT,75.0,9.0
Colorado Avalanche,Cale Makar,SHOT,36.0,-10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,63.0,-0.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,58.0,9.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,62.0,2.0
Colorado Avalanche,Jayson Megna,SHOT,60.0,-35.0
Colorado Avalanche,Gabriel Landeskog,SHOT,21.0,-3.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,75.0,-1.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,59.0,-14.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,84.0,-4.0
Colorado Avalanche,Devon Toews,SHOT,35.0,1.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,76.0,6.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,66.0,-3.0
Colorado Avalanche,Ryan Murray,BLOCKED_SHOT,76.0,-7.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,36.0,-22.0
Colorado Avalanche,Nazem Kadri,SHOT,32.0,-12.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,42.0,-25.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,60.0,17.0
Colorado Avalanche,Gabriel Landeskog,SHOT,86.0,19.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,33.0,32.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,59.0,-20.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,74.0,6.0
Colorado Avalanche,Jayson Megna,BLOCKED_SHOT,46.0,0.0
Colorado Avalanche,Gabriel Landeskog,SHOT,75.0,1.0
Colorado Avalanche,Gabriel Landeskog,SHOT,79.0,-0.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,72.0,20.0
Colorado Avalanche,Devon Toews,SHOT,49.0,14.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,52.0,1.0
Colorado Avalanche,Mikko Rantanen,SHOT,64.0,-24.0
Colorado Avalanche,Cale Makar,SHOT,36.0,-1.0
Colorado Avalanche,Nazem Kadri,GOAL,83.0,-3.0
Colorado Avalanche,Cale Makar,GOAL,56.0,28.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,35.0,17.0
Colorado Avalanche,Tyson Jost,SHOT,59.0,20.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,30.0,12.0
Colorado Avalanche,Jayson Megna,SHOT,77.0,-26.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,65.0,10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,70.0,16.0
Colorado Avalanche,Samuel Girard,SHOT,35.0,-5.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,73.0,-5.0
Colorado Avalanche,Jayson Megna,BLOCKED_SHOT,58.0,10.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,74.0,3.0
Colorado Avalanche,Erik Johnson,SHOT,34.0,-24.0
Colorado Avalanche,Samuel Girard,SHOT,36.0,-5.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,73.0,-18.0
Colorado Avalanche,Nazem Kadri,SHOT,63.0,-26.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,69.0,5.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,78.0,2.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,65.0,15.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,65.0,-0.0
Colorado Avalanche,Gabriel Landeskog,GOAL,39.0,23.0
Colorado Avalanche,Mikko Rantanen,SHOT,60.0,21.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,74.0,-0.0
Colorado Avalanche,Cale Makar,SHOT,34.0,-16.0
Colorado Avalanche,Mikko Rantanen,SHOT,55.0,-26.0
Colorado Avalanche,Nazem Kadri,SHOT,64.0,-12.0
Colorado Avalanche,Andre Burakovsky,GOAL,81.0,5.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,49.0,-13.0
Colorado Avalanche,Valeri Nichushkin,GOAL,69.0,-16.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,61.0,17.0
Colorado Avalanche,Nicolas Aube-Kubel,BLOCKED_SHOT,56.0,0.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,37.0,4.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,-2.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,54.0,-13.0
Colorado Avalanche,Erik Johnson,SHOT,8.0,-1.0
Colorado Avalanche,Gabriel Landeskog,SHOT,76.0,2.0
Colorado Avalanche,Cale Makar,SHOT,42.0,3.0
Colorado Avalanche,Alex Newhook,SHOT,50.0,-18.0
Colorado Avalanche,Devon Toews,SHOT,58.0,36.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,33.0,36.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,52.0,-19.0
Colorado Avalanche,Cale Makar,GOAL,36.0,-29.0
Colorado Avalanche,Andre Burakovsky,GOAL,54.0,25.0
Colorado Avalanche,Jayson Megna,MISSED_SHOT,66.0,-33.0
Colorado Avalanche,Nazem Kadri,SHOT,62.0,3.0
Colorado Avalanche,Jack Johnson,SHOT,33.0,30.0
Colorado Avalanche,Cale Makar,SHOT,77.0,-10.0
Colorado Avalanche,Cale Makar,GOAL,71.0,-5.0
Colorado Avalanche,Mikko Rantanen,SHOT,72.0,-9.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,66.0,14.0
Colorado Avalanche,Cale Makar,SHOT,37.0,-28.0
Colorado Avalanche,Nazem Kadri,SHOT,77.0,-12.0
Colorado Avalanche,Mikko Rantanen,SHOT,60.0,37.0
Colorado Avalanche,Erik Johnson,GOAL,65.0,-20.0
Colorado Avalanche,Kiefer Sherwood,SHOT,65.0,-10.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,52.0,14.0
Colorado Avalanche,Samuel Girard,SHOT,45.0,24.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,35.0,23.0
Colorado Avalanche,Valeri Nichushkin,SHOT,77.0,3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,55.0,-26.0
